table_height,table_width,table_depth,leg_count,leg_thickness,has_apron,style_variant,label
0.3679519204595083,0.7592944006343203,0.6413591865561439,4,0.043558988007673966,0,1,0
0.7833054146557022,1.0625522064477997,0.8305915214266839,3,0.061256948305210585,0,2,2
0.43194417059143103,0.7390692244765762,0.5711181427218386,3,0.04829613946103623,1,2,0
0.7619267471382929,1.0122863443871832,0.6443052941529208,3,0.0634348985138081,1,2,2
0.5713796855395431,0.7450215738298368,0.769990781299007,4,0.04402209259496505,0,1,1
0.7539936578070885,1.0433422768513196,0.5129324461941678,3,0.08809555510964183,0,2,2
0.801781684892111,1.018622286142472,0.8815545020858527,3,0.06352504116258167,1,1,2
0.44981903097271925,1.0267966627500689,0.8173923597270434,4,0.08845276180328518,1,1,0
0.5745914513865085,0.7889524303609143,0.5522999422912787,3,0.05649018317894827,1,1,1
0.7144209453452859,0.8604070293322907,0.8802498860288285,3,0.06274129543008647,1,1,1
0.5278005824517971,1.3731662541277192,0.7020875285003728,3,0.07288301932415645,1,1,1
0.3798122469572007,0.9665954532146559,0.8113169363008557,4,0.07127043710725045,0,0,0
0.49688093105011283,0.6179119060554019,0.6440145724941644,4,0.04607130416813099,0,2,1
0.4371079900928778,0.9957551063024029,0.7761257045268666,3,0.05123503297278923,0,1,0
0.8708834082976459,1.0829387199053828,0.576985562214164,4,0.06544360075347558,1,1,2
0.809098170067182,1.3822201693430378,0.6218654530375691,3,0.05917930066235749,0,0,2
0.5019360715521225,1.2110055638028019,0.7074712117756725,4,0.08102747365927893,1,2,1
0.514205717374472,1.028243950172745,0.9994511666146694,4,0.08326302973501212,1,2,1
0.6163877620534461,0.7991959601396743,0.8814363388099896,4,0.06276723084332506,1,0,1
0.889426047232927,0.7149249897496244,0.6914854244648011,4,0.0421823649548651,1,2,2
0.8523865923007943,0.8431080322524225,0.9942070009696813,3,0.06476643248082117,0,0,2
0.6262601325731312,1.0311623863786101,0.9348501566811077,4,0.04498558488709892,1,0,1
0.7473441051638534,0.8689807577717279,0.8273906632138669,3,0.04374141241218544,1,1,1
0.6927926702870989,0.8577349914971961,0.5401576602897245,4,0.08261706682829464,1,1,1
0.6947395484543932,1.2986948146183908,0.7439737426950894,3,0.07087297308013615,0,2,1
0.7264197659232542,0.7586411036378393,0.6137431403501569,3,0.061698573596156284,0,2,1
0.7371399561309708,0.5904565162905356,0.5831823933646125,4,0.0851712031025243,0,1,1
0.7878789058392165,0.7640309983686879,0.6874205448876574,3,0.05220987160919842,1,2,2
0.7249902042440005,0.66205119753618,0.5875346775314523,4,0.07098551842687076,0,1,1
0.8520559588129551,0.6288059481156587,0.7305749566774988,4,0.06297852495883655,0,1,2
0.8456651829793858,1.1098497971291714,0.5789878110358935,4,0.0872617817467323,1,2,2
0.8791159900528931,1.1212821612141162,0.7284179063338933,4,0.049960849955444614,1,1,2
0.4086592970822985,0.8432278678918661,0.679479578788623,4,0.08963460218134488,1,0,0
0.8878694665172745,1.0924068343358124,0.6372401900891138,3,0.08553084768593552,1,1,2
0.7766575387818595,0.7071065518733747,0.9009659787726438,3,0.0718308939002946,1,2,2
0.7655675280579224,1.1907236970459176,0.8404275470910114,3,0.07141240518434491,0,1,2
0.7837357662055846,0.5300280781210692,0.6824306165142349,3,0.044506668787310945,1,1,2
0.7611144757161044,0.6580760633998759,0.5660798988733917,4,0.06654261868513925,1,0,2
0.4913335465097943,1.2422208312881664,0.7409239149368706,4,0.07732796753585225,1,0,1
0.6075822638689824,0.5677694248160817,0.8770757465306678,3,0.08300702984494109,1,2,1
0.5511762771730615,1.2116137717300437,0.5069593275504506,3,0.06273930138669373,1,2,1
0.5595640245998614,1.074694341020753,0.6857368205053587,3,0.06357384339907193,1,2,1
0.47175196004069453,0.5568953370441759,0.9119276756952238,4,0.07246197231422954,0,0,1
0.37494074605736016,0.5334909154022345,0.9979636873775147,3,0.04485959993109108,0,1,0
0.5995040662888909,1.1034375969651542,0.8715700607615857,4,0.06936701727743037,0,1,1
0.7102070436214052,1.2503237749666893,0.8078261070255781,4,0.04163581434275235,1,0,1
0.5938606973333859,1.3554996528662842,0.9277250966529773,3,0.08904638591620335,1,2,1
0.8459329168335601,1.0803441287786248,0.5302750445833044,4,0.04949042810805398,0,1,2
0.40042038309963646,0.6908952338809818,0.8197464592648519,3,0.04252892553314365,1,0,0
0.893851497167782,1.2082802899786842,0.6026027875714381,3,0.0693191541790781,0,1,2
0.775902717792651,1.2097793788498485,0.79799081758721,4,0.08292030631900882,0,0,2
0.6471185012747334,1.2186624412018612,0.5549631739447178,3,0.046590161478094874,1,0,1
0.6738691071277432,0.5142029751600442,0.6326837541624867,3,0.07708590284770747,0,2,1
0.38495692098092493,0.9034476928428956,0.681019486908756,3,0.0626002709954376,0,2,0
0.37385077029454444,1.2049042963823415,0.9334904538799191,4,0.0629021261048841,0,0,0
0.8992227152991298,1.2625686888505183,0.7131368096399959,3,0.06451344270721127,1,0,2
0.8445967208179441,0.7899006377716935,0.5741669128301823,3,0.05375079997789766,1,1,2
0.897045265723508,0.977501153688192,0.7268577087877358,4,0.0449589230839521,0,2,2
0.708004165684718,1.1920664570942647,0.8604199583287996,3,0.061503497083319314,0,1,1
0.5364123903593463,0.9081490126167026,0.7079948251307476,3,0.05562741749985665,1,2,1
0.4901893880655286,1.3582332658572123,0.8434105177334883,4,0.04335666540683239,0,0,1
0.5875320852034571,1.170130072272691,0.6863234296879518,3,0.0678185367807675,1,2,1
0.4172272069450076,0.8182382716703909,0.8326702600014577,4,0.08340460744345324,0,1,0
0.6802255501735723,0.8164815671238341,0.7889592591949275,3,0.04773650879291307,1,0,1
0.8160011664742239,0.815102594799072,0.7781327380521634,3,0.07813028159684249,0,1,2
0.814835338730597,1.3770919419131373,0.9092134297703348,3,0.07044974577765326,1,0,2
0.44922883957846993,1.1324288955790442,0.6544923444149551,4,0.05755117103684909,0,0,0
0.661476602118757,0.860705909599564,0.5709373270756344,3,0.04458788415272227,0,1,1
0.5809078715704767,0.8068063835923995,0.6850265462385019,4,0.07884178099833705,0,0,1
0.4355689468724686,1.1789922912124868,0.5248812462164786,3,0.053605142177310945,1,1,0
0.6838918040925586,0.8727653640944522,0.6077844826688734,3,0.05725864277404309,0,1,1
0.7230198411134439,1.0338208253530374,0.7634670535740724,4,0.04227086813022138,1,2,1
0.3801300771849445,0.6839808119183586,0.972662043613322,3,0.07820804478806238,1,1,0
0.415991389038052,0.9476467957519941,0.7153275056768015,3,0.05901037228576181,0,2,0
0.657297962221092,1.1012433545707179,0.6770835856798123,4,0.08308821810112943,0,1,1
0.3603078451221051,1.3290461910521711,0.9310550068060333,4,0.06866998404429214,1,1,0
0.413345354965089,0.5187709031222739,0.6623840897227569,4,0.08160129565358536,1,0,0
0.5901914787625253,0.5952768200560273,0.7178382634702001,4,0.06619812715003158,1,1,1
0.7601926545555315,0.6994148530048262,0.8895589343016324,3,0.06552416422710741,0,2,2
0.6304736342776346,1.3153304584220453,0.6746876327361901,3,0.05181344244733621,0,1,1
0.4584994915531908,1.0421590867458492,0.880107647773446,3,0.04885730644736146,1,1,1
0.7649452038858422,1.1838894346469735,0.7244526284975314,4,0.0832123437415708,1,0,2
0.5918695489880252,0.9220289751737359,0.8156925600127147,4,0.06957098784155105,1,2,1
0.3908048608953082,0.9155682378018086,0.518803622785546,4,0.08158483158315608,0,2,0
0.8253375186588816,1.2697640343104812,0.8075041942077867,4,0.06313558294636361,0,1,2
0.8499774761155154,1.01449101780842,0.5941197325346126,4,0.06506836509364138,0,1,2
0.4069260324987154,1.3092141505601962,0.6717188879191338,3,0.06522745007504786,0,0,0
0.4862590479790563,0.8939824468783096,0.7197108958813121,3,0.05819489798428564,1,1,1
0.5748231684860261,0.8045304321572775,0.7989429311914947,4,0.04329559271398587,0,2,1
0.7231086396620445,0.7557322764903023,0.8618668275012309,3,0.05666810180302783,0,1,1
0.5206274556534967,1.0904492462324495,0.83106757846459,3,0.06975206140757874,0,1,1
0.6574071385500849,1.0791439370251874,0.6642382771267921,3,0.07350581999973613,0,2,1
0.7187508220439665,0.9576396377805269,0.5091152688957663,4,0.04901314614384223,0,1,1
0.8712175471438908,0.9376438287854545,0.6132715232669437,3,0.047747258647220236,1,0,2
0.6292293419985555,0.9857936825723039,0.8693220015007338,3,0.07309646186857088,0,2,1
0.5571959289523886,0.6460224908796054,0.9156725283445628,3,0.07605914989027135,0,1,1
0.550364677771923,1.1476271064115848,0.9847943017043125,4,0.07761955825557429,1,0,1
0.6437061323340436,0.7785211069065106,0.9043119355453932,4,0.0851987169068729,0,1,1
0.7230687537858008,1.0133774540275022,0.7202987017545103,4,0.0789062018624963,1,0,1
0.799290181769682,1.2211333017363928,0.5691992673017157,4,0.04260899016305023,1,1,2
0.6549974099834373,0.5923307585735684,0.9229461383667192,3,0.05425315070296642,0,1,1
0.5971255712056042,0.9620174641356898,0.9155233593190929,3,0.08732066315058803,0,1,1
0.8365463755449041,1.3374247344136472,0.7074484529095026,4,0.06510035573466177,0,1,2
0.8969889431810601,0.8374214060759908,0.5140937727640751,3,0.08195881438058028,1,0,2
0.4256797732492294,0.7581914575819413,0.9148807915764112,3,0.07794205773828036,1,1,0
0.6884415414399516,1.3152717401929437,0.5095019424554852,3,0.08174815496411905,1,0,1
0.776894947949468,0.7138762039768403,0.5609241725793088,3,0.06099127718767215,1,0,2
0.41097184240950824,1.3146321970957986,0.7983695214094735,3,0.07159774710065711,0,2,0
0.428967262135443,0.8863150037930003,0.8074047913879754,3,0.06853318580112144,0,2,0
0.7175181966057991,0.9711361019103901,0.6803018788534377,3,0.0595226866280032,1,0,1
0.6996189353077465,1.3829354802964042,0.6268251305346064,3,0.057854693825736644,0,1,1
0.4826192584121045,1.0913939600097482,0.5518319337498447,4,0.0466704794929682,1,2,1
0.5362009919988354,1.0785160545824484,0.9151918283818014,4,0.08904095928944246,1,2,1
0.4502528991276303,0.6213673230766541,0.8580225287980974,4,0.04184918950998879,0,0,1
0.7851100672759741,1.2972113470562945,0.6577979100248627,4,0.06576917946272494,1,1,2
0.37014142434529956,1.0822104489206752,0.6430554477757744,3,0.08328991385390287,1,1,0
0.41846125453441085,0.8312172568832057,0.9447432585061407,4,0.08473187474775266,1,1,0
0.88554797137342,0.9465829038833203,0.7487616962468137,4,0.08005740437008868,1,0,2
0.5868339336018957,1.3955883483596678,0.5902282429690451,4,0.056060571410729704,0,1,1
0.7135055718019752,0.7758462704816772,0.8013108138652999,4,0.048332238603295684,1,1,1
0.5959213128186415,1.1541329561399924,0.9558036154231403,4,0.053727768003742876,0,0,1
0.7191511388915173,0.8655892083568872,0.7565430097322761,3,0.08763946981398038,0,2,1
0.7229488795974968,0.8943555424460699,0.5631150121511271,3,0.07892576867534326,1,1,1
0.5605699209288277,1.0105201775517076,0.8025474144273927,4,0.08744117646327781,1,1,1
0.7696964594892188,1.016529600500506,0.7647299407681448,4,0.05571927206574408,1,0,2
0.8782860287457461,0.5233220067777289,0.5930240247362999,4,0.08567712529065932,0,1,2
0.7762304659423185,1.1336340300861432,0.6072852127118599,4,0.07469903205203969,1,0,2
0.417450582047184,1.2675436613458904,0.7260213426226987,4,0.08986312020115209,1,2,0
0.5410839121062105,0.5584451704844641,0.7710856806127812,4,0.08256810253765628,0,1,1
0.6298156598458654,0.6092262095706111,0.6004901855888429,3,0.05183680921434353,1,0,1
0.5484930884444101,1.0150496664048734,0.7337029196458373,3,0.07059741813102605,0,0,1
0.5201098946406542,1.399635539540948,0.8594348299453598,4,0.07845822751873491,0,0,1
0.8848088523325712,1.0781047304477431,0.724987247831498,4,0.04641673053725069,0,0,2
0.5879400575650862,1.3196410438521986,0.5277064250088885,3,0.0659051066462008,1,0,1
0.4390818277557448,1.3412640529751696,0.6127351423577334,4,0.08229668530779327,1,0,0
0.6992814002632602,0.9957572739348257,0.5625851475634513,4,0.0707214139154099,0,2,1
0.7025430850144456,1.0326276007849446,0.7903232505701269,3,0.07293664366918771,1,2,1
0.37265686693698125,1.2774030724580299,0.5406114274466849,4,0.07255649887427999,1,2,0
0.7014451557148788,0.9482342541225044,0.8135820051490421,4,0.07209536446506164,1,1,1
0.48468285085691865,1.2266143829859177,0.7030462633722792,4,0.04364865127526729,0,0,1
0.591783024956226,0.9358260170966233,0.6020115067816993,3,0.05562912496234665,1,2,1
0.8934128532068994,0.8108335046308988,0.6993583035870126,4,0.0657490067041111,0,1,2
0.4829558235150569,0.610269718175564,0.7247980059978324,3,0.04484058262802857,1,1,1
0.825290117699337,0.8763212690013888,0.9813429261196684,3,0.08067389232197247,1,0,2
0.7697167563262457,0.9484389878539179,0.7573624196157422,4,0.08395378318002092,1,0,2
0.3995270022740814,0.8539179657019675,0.7286153210948654,3,0.050757221126312056,1,0,0
0.37779722254534054,0.9454047831726586,0.9411697381841005,4,0.054287419072050876,0,0,0
0.5870102731411473,1.2942101578267335,0.8637540316796959,4,0.05829686762587815,1,0,1
0.6636549041345661,0.6751897716989471,0.7766114633105758,3,0.059317441248988925,1,2,1
0.5038463726931901,1.3901816305586503,0.8401993200594304,3,0.04643316953446076,0,1,1
0.555259084978651,1.3881088979927954,0.7789159191360644,4,0.07774825861463969,0,2,1
0.6300173839238501,0.9500701132135794,0.5226516762335374,3,0.07567959231624033,1,2,1
0.6013437076055808,1.0456344701634237,0.757752866073627,4,0.08656843677649949,1,0,1
0.5661250233265657,1.0548504387243645,0.9213009636820642,4,0.06536574931006482,1,2,1
0.6596083433544995,0.9274033399982299,0.5083184777511575,4,0.07369031962365083,1,2,1
0.5192228085414703,1.3088903937696799,0.9360495570601659,3,0.06984548079765968,1,2,1
0.7805971952872818,1.1985458226548649,0.7888171979320915,3,0.069176163852382,0,2,2
0.69596388262995,1.0577622249509804,0.9205835624791321,3,0.08108306455639261,0,0,1
0.6649136492722694,1.1304688200273063,0.5953921639134636,4,0.05568462417229276,0,1,1
0.729775143505189,0.8693396683904345,0.8874861509035454,4,0.08364088544561601,0,2,1
0.4259453671818656,0.6866075344741203,0.6625247672130274,4,0.06627385757000176,1,0,0
0.6028149426107726,0.9798143581158989,0.773136609622415,4,0.07050382900393758,0,0,1
0.5034535177569661,0.7686492450712645,0.9707427731637307,4,0.07855871345438217,0,2,1
0.7377435428571082,0.7853366705166032,0.6744015871006532,4,0.05438946877489764,1,1,1
0.8001076030718093,1.3591479770523152,0.9023079169782852,4,0.04210332434163628,0,1,2
0.8582052975394343,1.0903748454958166,0.8736692498590024,3,0.050103400360029825,1,2,2
0.7328942153557525,0.6235456593208306,0.8078385172072462,3,0.05212290192051434,0,2,1
0.478060107893274,0.5901781631407979,0.6651468117436694,4,0.04502724523886739,0,0,1
0.8804853219739639,1.3801196406497784,0.5789705381054708,4,0.06387242602204482,0,1,2
0.5266422361655416,1.0813081261012427,0.9539684793678112,3,0.07261493652095398,0,2,1
0.7562775872477495,1.265299791418034,0.5186491232858215,3,0.06089424911225026,0,0,2
0.8984444916986805,0.8572951168504697,0.7476919486608788,4,0.08383715839589617,0,1,2
0.6623790277654724,0.5965706216961841,0.9914969441855033,4,0.06271745390783975,1,0,1
0.8180828562178981,0.9212186921056611,0.5964056991369049,3,0.056534204841589275,1,2,2
0.49149568412623545,0.6675791622152609,0.8683089477461285,4,0.06838906112104697,0,0,1
0.6860249748146576,1.0748532146762197,0.7027451873831072,4,0.0657640329479898,0,1,1
0.7180907193754749,0.6663030809426059,0.5703059378171492,4,0.08679126935006942,0,1,1
0.5609659148718169,0.9020619696258081,0.63349716348214,4,0.055097291984580736,0,1,1
0.7095258518886093,1.1234917313804649,0.5310621659002681,3,0.06326974954709647,0,1,1
0.7273404909401108,1.3307954125524053,0.9439007070048042,4,0.07451451887094071,1,1,1
0.688043996479117,0.6972157408418095,0.5667843910984021,3,0.06274893363853351,1,1,1
0.7360673997706098,1.3215171994547936,0.8786752616521629,3,0.07809298099855536,0,2,1
0.5957113876230659,1.133389512640285,0.5390513610737201,3,0.04308790237783419,0,2,1
0.6451630870433063,0.6480834409244796,0.9272430036974755,4,0.04581200110923321,0,2,1
0.6707312231425597,0.5818474800065191,0.7551876770164172,3,0.0626716150089891,1,1,1
0.6601511518042924,1.0029174790988895,0.8363838561136847,4,0.07616400399125012,1,1,1
0.7990492742632218,1.171224034548634,0.7891556325295177,3,0.06118486923893125,0,2,2
0.896768013262306,1.3411245189964518,0.5345095730801569,4,0.04158674355115395,1,0,2
0.7729346344209156,1.1892449146313404,0.9891666424620504,4,0.05872304603191338,1,1,2
0.8282911569208897,1.3160905803721152,0.6878227669009938,3,0.0726767049209351,1,0,2
0.44816049595226143,0.983532637758201,0.7644212697720046,3,0.08174108058343577,0,1,0
0.604652145657129,1.1471845775097669,0.7120640148667008,4,0.08116802186878921,0,1,1
0.5403878542431947,0.7480847550156146,0.9687051805675334,3,0.041610865745499055,1,2,1
0.7713294071326469,1.295380959660837,0.5078228981817747,3,0.04336454514447477,0,1,2
0.678781693202354,1.1329576401784358,0.5243381606218745,3,0.060113267540545315,0,2,1
0.4694980655976544,1.2773572184030506,0.5282220175122305,4,0.05170807585708284,1,2,1
0.6788547208524943,1.1052787112932223,0.6603325576964916,4,0.08381291610869035,0,1,1
0.5152755245665808,0.554861873396086,0.9742601275133607,3,0.07129965688241649,1,2,1
0.6225914331211615,1.3750612118093173,0.9707932049159559,4,0.07929022979902589,1,2,1
0.5789785483817945,0.6342958470426473,0.688230094253566,4,0.0520484094505537,0,1,1
0.8216476812151614,0.6299165742486605,0.7315125797493054,3,0.06811929747934545,1,2,2
0.6414954977016971,0.8495771439267148,0.6274978228037682,4,0.07233529257739724,1,1,1
0.400855198089775,1.1521262410764816,0.5952408092153691,4,0.05885839874806699,0,0,0
0.4534898116630154,1.1855267757834889,0.8621526199260745,3,0.06396971032354573,1,1,1
0.8763608682896703,0.5138003356056435,0.9685798816011238,3,0.07734396137281209,1,0,2
0.73259445713774,1.1333917244081335,0.6983160298881175,3,0.06760396462739073,1,1,1
0.6064377534650829,1.0838492059956013,0.6542111421434642,4,0.06564082700118867,1,1,1
0.404234527361014,1.383186611161919,0.7347452110112792,4,0.08571652494487444,1,1,0
0.5776615938182434,1.0062722547179188,0.6106370491581126,3,0.040810995050063026,1,1,1
0.4338262756012788,0.796878757380074,0.6899198873705771,3,0.06496507411846612,1,1,0
0.7698483441164758,0.9397589904804335,0.8617789731982888,4,0.06304144992241026,1,0,2
0.4269771907193395,0.9918916958532086,0.5920238864306338,3,0.06619722077020397,0,2,0
0.37668291680802674,0.505745441996701,0.5687457652484801,3,0.04339839708327113,0,0,0
0.47029581984991653,0.9104086930742905,0.5302250594565094,4,0.07296421709949313,0,0,1
0.6427168667570051,0.8702046573956748,0.508363073801315,4,0.06678690514619623,1,0,1
0.6262188177349901,1.128073168595356,0.7152866043380189,3,0.045350821434724645,0,2,1
